Length,Alanine,Arginine,Asparagine,Aspartic_Acid,Cysteine,Glutamic_Acid,Glutamine,Glycine,Histidine,Isoleucine,Leucine,Lysine,Mathionine,Phenylalanine,Proline,Serine,Threonine,Tryptophan,Tyrosine,Valine,Aliphatic,Aromatic,NonPolar,Polar,Charged,Basic,Acidic,"Celularity (Sing, Mult)_SING","Celularity (Sing, Mult)_MUL","Celularity (Sing, Mult)_COMP","Celularity (Sing, Mult)_UN","Tissue (Yes, No)_NOT","Tissue (Yes, No)_COMP","Tissue (Yes, No)_YES","Mesoderm (Yes, NO)_NOT","Mesoderm (Yes, NO)_COMP","Mesoderm (Yes, NO)_YES",Mouthparts(Pro-Deuter)_NO,Mouthparts(Pro-Deuter)_PRO,Mouthparts(Pro-Deuter)_NOT,Mouthparts(Pro-Deuter)_COMP,Mouthparts(Pro-Deuter)_DEU
43,0.07,0.047,0.023,0.023,0.14,0,0.07,0.093,0.07,0.07,0.047,0.07,0,0.023,0.023,0.047,0.07,0.023,0.023,0.07,0.256,0.14,0.581,0.419,0.209,0.186,0.023,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
45,0.022,0.089,0.022,0,0.133,0.044,0.044,0.111,0,0.089,0.089,0.178,0.022,0,0.022,0.089,0,0,0.022,0.022,0.222,0.022,0.533,0.467,0.311,0.267,0.044,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
78,0.077,0.09,0.038,0.038,0.09,0.064,0.038,0.064,0.013,0.09,0.128,0.103,0.013,0,0.026,0.038,0.026,0.013,0,0.051,0.346,0.026,0.551,0.449,0.308,0.205,0.103,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
44,0.068,0.045,0,0.068,0.227,0.023,0.114,0.136,0.068,0,0,0,0,0.045,0.045,0.045,0.023,0,0.023,0.068,0.136,0.136,0.614,0.386,0.205,0.114,0.091,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
46,0.043,0.065,0.022,0.022,0.13,0.065,0.022,0.152,0.043,0,0.043,0.065,0,0.022,0.13,0.065,0.065,0,0,0.043,0.13,0.065,0.565,0.435,0.261,0.174,0.087,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
33,0.061,0.152,0.03,0.03,0,0.061,0,0.091,0,0,0.182,0.061,0,0.061,0.03,0.03,0.03,0,0,0.091,0.333,0.061,0.515,0.394,0.303,0.212,0.091,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
46,0.087,0.174,0,0.022,0.13,0.043,0.022,0.087,0.022,0.065,0.043,0.065,0,0,0,0.109,0.065,0.043,0.022,0,0.196,0.087,0.478,0.522,0.326,0.261,0.065,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
34,0.147,0.176,0,0,0.235,0,0,0.118,0,0,0,0.118,0,0.059,0,0.088,0,0.029,0.029,0,0.147,0.118,0.618,0.382,0.294,0.294,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
35,0,0.114,0.029,0.029,0.171,0,0,0.2,0.086,0.029,0.029,0.029,0,0.029,0.086,0.029,0.029,0,0.086,0,0.057,0.2,0.629,0.343,0.257,0.229,0.029,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
34,0.059,0.206,0,0,0.235,0,0,0.088,0.029,0,0.059,0.059,0,0,0,0.088,0,0,0.118,0.059,0.176,0.147,0.618,0.382,0.294,0.294,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
37,0,0.135,0.027,0.027,0.162,0,0,0.189,0.081,0.027,0.027,0.027,0,0.027,0.081,0.027,0.027,0,0.081,0,0.054,0.189,0.595,0.351,0.27,0.243,0.027,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
33,0.03,0.091,0.03,0.061,0.182,0,0,0.091,0.03,0.03,0,0.061,0,0.061,0.061,0.03,0.121,0.03,0.091,0,0.061,0.212,0.576,0.424,0.242,0.182,0.061,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
40,0.075,0.05,0,0,0.2,0,0,0.075,0.125,0,0.05,0.05,0.025,0.025,0.025,0.1,0.075,0.025,0.05,0.05,0.175,0.225,0.6,0.4,0.225,0.225,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
40,0.025,0.1,0.025,0,0.2,0,0,0.1,0.1,0,0.075,0.05,0,0.05,0.025,0.075,0.075,0,0.075,0.025,0.125,0.225,0.575,0.425,0.25,0.25,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
43,0.07,0.023,0,0,0.186,0.023,0.047,0.093,0.047,0.023,0.093,0.047,0,0.023,0.023,0.14,0.023,0,0.116,0.023,0.209,0.186,0.651,0.349,0.14,0.116,0.023,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
38,0,0.132,0.053,0,0.211,0,0.026,0.184,0.079,0.026,0.026,0.026,0,0.026,0.053,0.026,0.026,0.026,0.079,0,0.053,0.211,0.632,0.368,0.237,0.237,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
15,0.2,0,0.133,0,0,0.067,0,0.133,0,0,0,0,0,0,0,0,0.133,0,0.067,0.267,0.467,0.067,0.667,0.333,0.067,0,0.067,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
23,0,0.043,0,0,0,0,0.087,0.043,0.043,0.174,0.174,0.087,0,0.043,0.087,0.087,0,0.043,0.043,0.043,0.391,0.174,0.652,0.348,0.174,0.174,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
22,0,0.045,0,0,0,0,0.091,0,0.045,0.182,0.182,0.091,0,0.045,0.091,0.091,0,0.045,0.045,0.045,0.409,0.182,0.636,0.364,0.182,0.182,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
29,0,0.138,0.034,0.034,0,0.069,0.103,0.034,0,0.034,0.034,0.103,0,0.034,0.207,0.034,0.034,0,0.103,0,0.069,0.138,0.448,0.552,0.345,0.241,0.103,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
20,0,0.15,0.1,0.05,0,0,0,0.05,0,0.05,0.05,0.05,0,0,0.25,0.05,0.05,0,0.1,0.05,0.15,0.1,0.55,0.45,0.25,0.2,0.05,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
30,0.2,0,0.033,0.033,0.033,0,0.033,0.033,0,0.133,0.133,0.133,0,0,0,0.1,0.067,0,0.033,0.033,0.5,0.033,0.6,0.4,0.167,0.133,0.033,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
10,0,0.1,0,0,0,0,0,0.1,0,0.1,0.4,0.2,0,0,0,0,0.1,0,0,0,0.5,0,0.6,0.4,0.3,0.3,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
43,0.116,0.07,0.047,0.047,0.14,0,0.047,0.093,0.023,0.07,0.093,0.07,0.023,0,0,0.07,0.023,0,0,0.07,0.349,0.023,0.605,0.395,0.209,0.163,0.047,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
72,0.042,0.083,0.042,0.056,0,0.014,0.056,0.125,0.014,0.042,0.028,0.056,0.014,0.028,0.097,0.097,0.083,0.028,0.028,0.069,0.181,0.097,0.5,0.5,0.222,0.153,0.069,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
84,0.012,0.012,0.012,0.012,0,0,0.024,0.631,0.155,0,0,0,0,0.012,0.048,0.024,0.012,0,0.048,0,0.012,0.214,0.75,0.25,0.179,0.167,0.012,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
40,0.025,0.175,0.05,0,0.15,0,0.075,0.1,0,0.075,0.025,0.075,0.025,0,0.05,0.075,0.025,0,0,0.075,0.2,0,0.525,0.475,0.25,0.25,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
21,0.095,0.143,0,0,0,0,0.048,0.143,0,0,0.095,0.048,0.048,0.095,0.095,0.143,0,0,0.048,0,0.19,0.143,0.619,0.381,0.19,0.19,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
23,0,0.087,0.087,0,0,0.087,0.087,0.043,0.087,0.043,0.174,0.087,0,0.043,0.13,0,0,0,0,0.043,0.261,0.13,0.478,0.522,0.348,0.261,0.087,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
29,0.069,0,0,0.034,0,0,0.034,0.103,0.103,0,0.069,0.103,0,0.138,0.069,0.103,0.103,0,0.034,0.034,0.172,0.276,0.517,0.483,0.241,0.207,0.034,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
34,0.029,0.265,0,0.059,0,0.059,0.059,0.118,0,0.147,0.088,0.088,0,0.059,0,0.029,0,0,0,0,0.265,0.059,0.441,0.559,0.471,0.353,0.118,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
47,0.085,0.106,0.064,0.064,0,0.043,0,0.043,0.043,0.021,0.128,0.106,0,0.043,0.043,0.128,0.021,0.021,0.021,0.021,0.255,0.128,0.426,0.574,0.362,0.255,0.106,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
60,0.117,0.05,0.017,0.1,0,0.217,0.083,0.017,0.017,0.017,0.083,0.083,0.033,0.05,0.033,0.033,0.017,0,0.017,0.017,0.233,0.083,0.383,0.617,0.467,0.15,0.317,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
89,0.045,0.011,0.045,0.09,0.022,0.112,0.022,0.045,0.045,0.067,0.124,0.124,0.022,0.045,0.011,0.022,0.034,0.011,0.045,0.056,0.292,0.146,0.494,0.506,0.382,0.18,0.202,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
79,0.076,0.063,0,0.013,0.051,0.013,0.038,0.215,0,0.051,0.038,0.025,0.127,0.076,0.038,0.051,0.051,0,0.013,0.063,0.228,0.089,0.747,0.253,0.114,0.089,0.025,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
49,0.122,0.102,0,0.061,0,0.02,0,0.082,0.02,0,0.061,0.02,0.041,0.041,0.102,0.102,0.02,0.02,0.122,0.061,0.245,0.204,0.653,0.347,0.224,0.143,0.082,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
48,0.083,0.104,0.062,0.062,0,0.042,0,0.042,0.042,0.021,0.125,0.125,0,0.042,0.042,0.125,0.021,0.021,0.021,0.021,0.25,0.125,0.417,0.583,0.375,0.271,0.104,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
29,0.034,0.034,0,0,0,0.276,0,0.103,0,0,0.034,0.069,0.069,0.069,0.103,0.103,0,0,0.069,0.034,0.103,0.138,0.517,0.483,0.379,0.103,0.276,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
26,0,0.038,0.077,0.154,0.077,0.038,0.115,0.038,0,0.038,0.154,0,0,0.038,0,0.077,0.077,0,0,0.077,0.269,0.038,0.423,0.577,0.231,0.038,0.192,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
35,0,0.171,0,0,0.171,0,0.029,0.143,0,0.114,0.057,0.057,0.029,0.029,0.114,0.029,0.029,0,0,0.029,0.2,0.029,0.686,0.314,0.229,0.229,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
38,0,0.158,0.079,0,0.158,0,0.026,0.079,0,0.079,0.079,0.026,0,0.026,0.105,0.053,0.053,0.026,0,0.053,0.211,0.053,0.605,0.395,0.184,0.184,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
25,0.08,0.2,0,0,0.08,0,0.04,0.04,0,0.04,0.04,0.12,0.04,0.08,0.04,0.04,0.04,0.08,0,0.04,0.2,0.16,0.56,0.44,0.32,0.32,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
14,0,0.143,0,0,0,0,0,0,0,0.071,0.071,0.214,0,0,0.143,0,0,0.286,0,0,0.143,0.286,0.571,0.357,0.357,0.357,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
13,0.231,0.154,0,0,0,0,0,0,0,0.077,0.077,0.077,0,0,0,0,0,0.385,0,0,0.385,0.385,0.769,0.231,0.231,0.231,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
16,0,0.125,0,0,0.125,0,0,0,0,0.062,0.062,0.188,0,0,0.125,0,0,0.25,0,0,0.125,0.25,0.625,0.312,0.312,0.312,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
13,0.077,0.154,0,0,0,0.077,0.077,0.154,0,0.077,0,0.154,0,0.077,0,0.077,0.077,0,0,0,0.154,0.077,0.385,0.615,0.385,0.308,0.077,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
77,0.091,0.013,0.026,0.052,0,0.091,0.104,0.039,0,0.013,0.104,0.117,0,0.078,0.039,0.078,0.078,0,0.039,0.039,0.247,0.117,0.442,0.558,0.273,0.13,0.143,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
76,0.092,0,0.026,0.053,0,0.092,0.105,0.039,0,0.013,0.105,0.118,0,0.079,0.039,0.079,0.079,0,0.039,0.039,0.25,0.118,0.447,0.553,0.263,0.118,0.145,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
42,0,0.238,0,0,0,0,0,0,0,0.119,0.024,0,0,0.143,0.452,0,0,0,0.024,0,0.143,0.167,0.762,0.238,0.238,0.238,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
39,0.026,0.051,0.051,0,0,0.077,0.128,0,0.026,0.026,0.128,0.205,0,0.051,0.026,0.026,0.077,0,0.077,0.026,0.205,0.154,0.359,0.641,0.359,0.282,0.077,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
12,0,0.333,0,0,0.167,0,0,0,0,0.167,0.083,0,0,0,0,0,0,0,0,0.25,0.5,0,0.667,0.333,0.333,0.333,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
43,0,0.209,0,0,0,0,0,0.023,0,0.116,0.023,0,0,0.14,0.465,0,0,0,0.023,0,0.14,0.163,0.791,0.209,0.209,0.209,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
59,0,0.288,0,0,0,0,0,0.051,0,0.068,0.068,0,0,0.051,0.475,0,0,0,0,0,0.136,0.051,0.712,0.288,0.288,0.288,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
28,0.036,0.143,0,0,0,0,0,0.179,0,0.214,0.107,0.107,0,0,0.071,0.036,0,0.036,0.036,0.036,0.393,0.071,0.714,0.286,0.25,0.25,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
27,0,0.111,0,0,0,0,0,0.074,0.037,0.037,0.185,0.259,0,0.148,0.074,0.037,0,0,0,0.037,0.259,0.185,0.556,0.444,0.407,0.407,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
34,0.059,0.265,0,0.059,0,0.059,0.059,0.088,0,0.147,0.088,0.088,0,0.059,0,0.029,0,0,0,0,0.294,0.059,0.441,0.559,0.471,0.353,0.118,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
13,0,0.154,0,0,0,0,0,0,0,0.077,0.077,0.077,0,0,0.231,0,0,0.385,0,0,0.154,0.385,0.769,0.231,0.231,0.231,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
38,0.026,0.105,0.053,0.026,0.158,0,0.026,0.105,0.053,0.105,0.026,0.026,0.026,0.053,0.079,0.053,0.026,0.026,0,0.026,0.184,0.132,0.632,0.368,0.211,0.184,0.026,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
40,0,0.2,0.05,0,0.15,0,0.025,0.1,0.025,0.1,0,0.025,0,0.05,0.075,0.025,0.075,0.025,0,0.075,0.175,0.1,0.575,0.425,0.25,0.25,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
42,0,0.19,0.048,0,0.143,0.024,0.024,0.119,0.024,0.095,0,0.024,0,0.048,0.071,0.024,0.071,0.024,0,0.071,0.167,0.095,0.571,0.429,0.262,0.238,0.024,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
41,0,0.195,0.049,0,0.146,0,0.073,0.098,0,0.049,0.024,0,0.049,0.049,0.098,0.024,0.024,0.024,0,0.098,0.171,0.073,0.634,0.366,0.195,0.195,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
42,0,0.143,0.071,0,0.143,0,0.071,0.095,0,0.071,0,0,0.048,0.024,0.119,0.048,0.024,0.048,0,0.095,0.167,0.071,0.643,0.357,0.143,0.143,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
42,0,0.19,0.024,0,0.143,0,0.048,0.143,0.024,0.071,0,0.024,0,0.048,0.071,0,0.071,0.024,0.024,0.095,0.167,0.119,0.619,0.381,0.238,0.238,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
40,0,0.2,0.05,0,0.15,0,0.05,0.125,0.025,0.1,0.025,0.025,0,0.05,0.075,0,0.05,0,0,0.075,0.2,0.075,0.6,0.4,0.25,0.25,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
38,0,0.184,0.053,0,0.158,0,0.053,0.105,0.026,0.105,0.026,0.026,0,0.053,0.079,0,0.053,0,0,0.079,0.211,0.079,0.605,0.395,0.237,0.237,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
40,0.025,0.175,0.05,0,0.15,0,0.075,0.1,0.025,0.1,0.025,0.025,0,0.05,0.075,0,0.05,0,0,0.075,0.225,0.075,0.6,0.4,0.225,0.225,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
40,0.025,0.175,0.05,0,0.15,0,0.05,0.125,0,0.05,0.1,0.025,0.025,0,0.05,0.05,0.025,0.025,0.025,0.05,0.225,0.05,0.625,0.375,0.2,0.2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
38,0,0.158,0.026,0,0.158,0,0.026,0.158,0,0.079,0.026,0.026,0.026,0.026,0.132,0.053,0.026,0.026,0,0.053,0.158,0.053,0.684,0.316,0.184,0.184,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
38,0,0.132,0.026,0,0.158,0,0.026,0.158,0,0.079,0.026,0.026,0.026,0.026,0.132,0.053,0.026,0.026,0,0.079,0.184,0.053,0.711,0.289,0.158,0.158,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
42,0,0.119,0.024,0,0.143,0,0.024,0.167,0,0.095,0.024,0.024,0.024,0.024,0.119,0.095,0.024,0.024,0,0.071,0.19,0.048,0.69,0.31,0.143,0.143,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
63,0.016,0.143,0.048,0.048,0.095,0.063,0.032,0.063,0.016,0.048,0.063,0.048,0.032,0.016,0.079,0.063,0,0.032,0.063,0.032,0.159,0.127,0.54,0.46,0.317,0.206,0.111,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
18,0,0.167,0,0,0,0,0,0.056,0,0,0.111,0.389,0,0.222,0,0.056,0,0,0,0,0.111,0.222,0.389,0.611,0.556,0.556,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
18,0.056,0.167,0,0,0,0,0,0.222,0,0.056,0.167,0.167,0,0,0,0.056,0,0.056,0.056,0,0.278,0.111,0.611,0.389,0.333,0.333,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
22,0.091,0.045,0,0.045,0,0.136,0.091,0.136,0,0,0,0.091,0,0,0.182,0.136,0,0,0.045,0,0.091,0.045,0.455,0.545,0.318,0.136,0.182,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
76,0.026,0.053,0.039,0.053,0.026,0.092,0.066,0.039,0.026,0.053,0.132,0.079,0.039,0.013,0.066,0.079,0.053,0,0,0.066,0.276,0.039,0.461,0.539,0.303,0.158,0.145,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
13,0,0.077,0,0,0,0.077,0,0.077,0.077,0,0,0.077,0.077,0.077,0.077,0.154,0,0.077,0.077,0.077,0.077,0.308,0.538,0.462,0.308,0.231,0.077,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
27,0.111,0.148,0,0,0,0,0.074,0.148,0,0.037,0.111,0.111,0,0,0.074,0.037,0.074,0.037,0.037,0,0.259,0.074,0.556,0.444,0.259,0.259,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
38,0.026,0.105,0.053,0,0.158,0,0.026,0.105,0,0.079,0,0.132,0.026,0,0.079,0.053,0.026,0,0,0.132,0.237,0,0.605,0.395,0.237,0.237,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
36,0.028,0.111,0.083,0,0.167,0,0.028,0.111,0,0.083,0,0.083,0.028,0,0.083,0.028,0.028,0,0,0.139,0.25,0,0.639,0.361,0.194,0.194,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
36,0.028,0.111,0.056,0,0.167,0,0.028,0.111,0,0.083,0,0.083,0.028,0,0.083,0.056,0.028,0,0,0.139,0.25,0,0.639,0.361,0.194,0.194,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
40,0.075,0.175,0,0.05,0.1,0.05,0.025,0.025,0,0.05,0.075,0.025,0.025,0.025,0.05,0.125,0.05,0.025,0,0.05,0.25,0.05,0.5,0.5,0.3,0.2,0.1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
71,0.056,0.056,0.014,0.028,0.127,0.07,0.014,0.113,0.014,0.07,0.085,0.056,0.028,0.042,0.014,0.085,0.028,0.042,0,0.056,0.268,0.099,0.634,0.366,0.225,0.127,0.099,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
44,0.023,0.114,0,0.045,0.182,0.045,0.023,0.114,0.045,0.023,0.045,0.068,0,0,0.023,0.114,0.023,0.045,0.023,0.045,0.136,0.114,0.523,0.477,0.318,0.227,0.091,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
71,0.085,0.042,0.014,0.014,0.113,0.07,0.014,0.113,0.028,0.056,0.085,0.028,0.07,0.042,0.014,0.056,0.042,0.042,0,0.07,0.296,0.113,0.69,0.31,0.183,0.099,0.085,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
69,0.072,0.058,0.014,0.043,0.116,0.072,0.014,0.101,0.014,0.043,0.087,0.058,0.029,0.043,0.029,0.072,0.029,0.029,0.029,0.043,0.246,0.116,0.623,0.377,0.246,0.13,0.116,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
69,0.058,0.072,0,0.029,0.116,0.072,0.014,0.087,0.043,0.072,0.087,0.058,0.029,0.029,0.014,0.101,0.014,0.029,0.014,0.058,0.275,0.116,0.594,0.406,0.275,0.174,0.101,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
70,0.086,0.029,0.029,0.043,0.114,0.057,0.014,0.071,0.029,0.057,0.071,0.071,0.057,0.043,0.029,0.057,0.014,0.029,0.014,0.086,0.3,0.114,0.657,0.343,0.229,0.129,0.1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
71,0.113,0.07,0.014,0.028,0.113,0.056,0.042,0.085,0.014,0.028,0.085,0.028,0.028,0.028,0.028,0.099,0.014,0.042,0,0.085,0.31,0.085,0.634,0.366,0.197,0.113,0.085,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
72,0.083,0.111,0.014,0.042,0.111,0.069,0.028,0.097,0.014,0.028,0.097,0.028,0.056,0.042,0.014,0.042,0.028,0.028,0.014,0.056,0.264,0.097,0.625,0.375,0.264,0.153,0.111,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
36,0,0.056,0.083,0,0.111,0,0.056,0.167,0,0.083,0,0.056,0.028,0.028,0.083,0.056,0.056,0.028,0,0.111,0.194,0.056,0.639,0.361,0.111,0.111,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
90,0.1,0.044,0.044,0.011,0.1,0.078,0.033,0.044,0.022,0.044,0.056,0.044,0.067,0.033,0.033,0.1,0.022,0.022,0.022,0.078,0.278,0.1,0.6,0.4,0.2,0.111,0.089,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
93,0.075,0.14,0,0.022,0.097,0.097,0.022,0.032,0,0.032,0.032,0.032,0.054,0.022,0.054,0.118,0.043,0.022,0.022,0.086,0.226,0.065,0.527,0.473,0.29,0.172,0.118,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
88,0.08,0.011,0.011,0.045,0.102,0.102,0.034,0.034,0.011,0.045,0.057,0.034,0.045,0.034,0.045,0.091,0.057,0.011,0.023,0.125,0.307,0.08,0.602,0.398,0.205,0.057,0.148,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
95,0.074,0.084,0.053,0.011,0.095,0.095,0.032,0.042,0.021,0.021,0.021,0.053,0.053,0.053,0.053,0.095,0.042,0.011,0.011,0.084,0.2,0.095,0.516,0.484,0.263,0.158,0.105,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
71,0.028,0.07,0.028,0.07,0.042,0.099,0.014,0.014,0,0.028,0.169,0.113,0.014,0.085,0.028,0.056,0.07,0,0,0.07,0.296,0.085,0.479,0.521,0.352,0.183,0.169,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
70,0.057,0.057,0.029,0.086,0.043,0.114,0.014,0.014,0,0.029,0.171,0.1,0.029,0.114,0.029,0.029,0.043,0,0,0.043,0.3,0.114,0.529,0.471,0.357,0.157,0.2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
80,0.05,0.05,0.038,0.075,0.025,0.15,0.012,0.012,0,0.05,0.188,0.075,0.038,0.075,0.025,0.038,0.05,0,0,0.05,0.338,0.075,0.512,0.488,0.35,0.125,0.225,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
70,0.057,0.057,0.029,0.086,0.043,0.114,0.014,0.014,0,0.029,0.186,0.1,0.029,0.086,0.029,0.043,0.043,0,0,0.043,0.314,0.086,0.514,0.486,0.357,0.157,0.2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
70,0.057,0.057,0.043,0.071,0.043,0.114,0.014,0.029,0,0.029,0.171,0.1,0.057,0.086,0.029,0.029,0.043,0,0,0.029,0.286,0.086,0.529,0.471,0.343,0.157,0.186,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
21,0.095,0,0.095,0,0.19,0,0,0.19,0,0.048,0.048,0,0,0.095,0,0.048,0,0.048,0.048,0.095,0.286,0.19,0.857,0.143,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
49,0.143,0.041,0.082,0.041,0,0.102,0,0.082,0,0.041,0.082,0.082,0.02,0.041,0.041,0.041,0.041,0,0.041,0.082,0.347,0.082,0.571,0.429,0.265,0.122,0.143,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
17,0.059,0,0.059,0,0,0,0,0.235,0,0.118,0.353,0,0,0,0.059,0.059,0,0,0,0.059,0.588,0,0.882,0.118,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
87,0.161,0.023,0.046,0.069,0.023,0.057,0.011,0.149,0,0.011,0.046,0.011,0,0.034,0.057,0.08,0.103,0.011,0.011,0.092,0.31,0.057,0.598,0.402,0.161,0.034,0.126,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
38,0.105,0.026,0.026,0.026,0,0.026,0.079,0.132,0.026,0.132,0.026,0.158,0.026,0.026,0.026,0,0.026,0.026,0.026,0.079,0.342,0.105,0.605,0.395,0.263,0.211,0.053,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
42,0,0.19,0.048,0,0.143,0,0.048,0.095,0.048,0.024,0.024,0.095,0.024,0,0.095,0.048,0.024,0,0,0.095,0.143,0.048,0.5,0.5,0.333,0.333,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
42,0,0.095,0,0.024,0.143,0,0.024,0.119,0.024,0.048,0.071,0.095,0.024,0.024,0.071,0.048,0.095,0.024,0,0.071,0.19,0.071,0.595,0.405,0.238,0.214,0.024,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
